Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Prediction,source
Matar Paneer,Vegetarian Dishes,None,None,"Green peas with Indian cheese in a mildly spiced sauce. Served with rice, mint, and onion chutneys.


","Dairy, Onion",Contains,uber_eats
Matar Malai Methi,Vegetarian Dishes,None,None,"Green peas cooke with fenugreek cream base sauce, ginger, and garlic. Served with rice, mint, and onion chutneys.","Dairy, Garlic, Onion",Contains,uber_eats
Aloo Gobhi,Vegetarian Dishes,None,None,"Potatoes and cauliflower cooked in Indian spices. Served with rice, mint, and onion chutneys.


",Onion,Contains,uber_eats
Mushroom Matar,Vegetarian Dishes,None,None,"Peas and mushrooms cooked in a mild curry sauce. Served with rice, mint, and onion chutneys.


",Onion,Contains,uber_eats
Baingan Bhurtha,Vegetarian Dishes,None,None,"Eggplant roasted in the tandoor and cooked with green peas, fresh tomatoes, onions, ginger, and garlic in Punjabi style. Served with rice, mint, and onion chutneys.


","Garlic, Onion",Contains,uber_eats
Bhindi Masala,Vegetarian Dishes,None,None,"Fresh okra stuffed with exotic spices and cooked with onions and peppers. Served with rice, mint, and onion chutneys.
",Onion,Contains,uber_eats
Paneer Tikka Masala,Vegetarian Dishes,None,None,"Cottage cheese with onions and tomatoes, cooked in butter with herbs. Served with rice, mint, and onion chutneys.
","Dairy, Onion",Contains,uber_eats
Matar Aloo,Vegetarian Dishes,None,None,"Potatoes cooked in a mildly spiced sauce. Served with rice, mint, and onion chutneys.


",Onion,Contains,uber_eats
Paneer Bhurjee,Vegetarian Dishes,None,None,"Cheese sauteed with onion rings, garlic, and tomato. Served with rice, mint, and onion chutneys.
","Dairy, Garlic, Onion",Contains,uber_eats
Vegetable Korma,Vegetarian Dishes,None,None,"Mixed vegetables marinated in yogurt and cooked in a spicy cream sauce. Served with rice, mint, and onion chutneys.
","Dairy, Onion",Contains,uber_eats
Vegetable Makhni,Vegetarian Dishes,None,None,"Fresh garden vegetables marinated in ginger garlic when cooked with cream sauce. Served with rice, mint and onion chutneys.","Dairy, Garlic, Onion",Contains,uber_eats
Shahi Paneer,Vegetarian Dishes,None,None,"Indian cheese in a mildly spiced tomato and cream cheese. Served with rice, mint, and onion chutneys.


","Dairy, Onion",Contains,uber_eats
Vegetable Patia,Vegetarian Dishes,None,None,"Vegetables cooked with sweet and sour mangoes, spices, and herbs with a touch of ginger. Served with rice, mint, and onion chutneys.
",Onion,Contains,uber_eats
Paneer Chili Fry,Vegetarian Dishes,None,None,"Cheese cooked Indian and Chinese style. Served with rice, mint, and onion chutneys.
","Dairy, Onion",Contains,uber_eats
Paneer Jal Frazi,Vegetarian Dishes,None,None," Indian cheese prepared with fresh bell peppers, sliced tomatoes, onions, and mild spices.",Dairy,Contains,uber_eats
Chana Sag,Vegetarian Dishes,None,None,"Spinach and chick peas with ginger garlic and spices. Served with rice, mint, and onion chutneys.
","Garlic, Onion",Contains,uber_eats
Dal Palak,Vegetarian Dishes,None,None,"Spinach and chick peas with ginger garlic and spices. Served with rice, mint, and onion chutneys.
","Garlic, Onion",Contains,uber_eats
Methi Malai Paneer,Vegetarian Dishes,None,None,"Cheese cook with fenugreek. Served with rice, mint, and onion chutneys.","Dairy, Onion",Contains,uber_eats
Goat Kadahi Halal with Bone,Lamb Specialties,None,None,"Goat Cooked in fried onion sauce, bell peppers, and Indian spices cooked to perfection.",Onion,Contains,uber_eats
Lamb Kadhai,Lamb Specialties,None,None,"Classic lamb cooked with fried onion, tomato, and bell peppers.",Onion,Contains,uber_eats
Lamb Korma,Lamb Specialties,None,None,"A rare delicacy from northwest India. Juicy pieces of lamb especially prepared with yogurt, onions, tomatoes, and mild spices.

",Dairy,Contains,uber_eats
Lamb Do Piazza,Lamb Specialties,None,None,"Boneless lamb marinated, roasted in tandoor, cooked with onion, tomato, and ginger pieces.",Onion,Contains,uber_eats
Lamb Pasanda,Lamb Specialties,None,None,Slices of lamb marinated in cream and cooked in a spicy almond sauce.,"Dairy, Tree Nuts",Contains,uber_eats
Lamb Mango,Lamb Specialties,None,None,"Lamb with mango, aromatic herbs, touch of ginger, garlic, and spices.",Garlic,Contains,uber_eats
Boti Tikka Masala,Lamb Specialties,None,None,"Marinated sliced lamb baked in the tandoor, then cooked in a thick tomato, and onion sauce.",Onion,Contains,uber_eats
Karahi Panir,Chef's Specialsties,None,None,Paneer in a fried onion sauce with Indian spices cooked to perfection.,Onion,Contains,uber_eats
Karahai Palak,Chef's Specialsties,None,None,"Lamb or fish cooked with spinach, herbs, Indian spices, onions, tomatoes, and Indian spices, tossed in Indian iron skillet. Karahai.

",Fish,Contains,uber_eats
Karahi Shrimp,Chef's Specialsties,None,None,"Jumbo shrimp marinated with Indian spices cooked with ginger, tomatoes, onions, and bell pepper, tossed in Indian iron skillet karahai.

",Shellfish,Contains,uber_eats
Chicken Tandoori with Bone,Tandoori Specialties,None,None,Chicken marinated in yogurt and mild spices with its own natural juices and roasted in tandoor oven. Served in an Indian iron skillet with rice.,Dairy,Contains,uber_eats
Panir Tikka,Tandoori Specialties,None,None,Cottage cheese roasted in our clay oven and then simmered in a tomato. Served in an Indian iron skillet with rice.,Dairy,Contains,uber_eats
Fish Tikka (Salmon),Tandoori Specialties,None,None,"Boneless fish marinated in aromatic herbs and spices, then broiled in tandoor. Served in an Indian iron skillet with rice.",Fish,Contains,uber_eats
Shrimp Tandoori,Tandoori Specialties,None,None,"Large, mouthwatering shrimp, and lightly seasoned and slowly baked over charcoal in the tandoor. Served with rice.",Shellfish,Contains,uber_eats
Fish Tikka Masala,Seafood Specialties,None,None,"Fish tikka roasted in clay oven and tossed in a  zesty sauce.

",Fish,Contains,uber_eats
Shrimp Patia,Seafood Specialties,None,None,"Shrimp or scallop sauteed with sweet and sour mangoes, a touch of ginger, scallions, and spices.

",Shellfish,Contains,uber_eats
Shrimp Mushroom,Seafood Specialties,None,None,Shrimp or scallop with mushrooms and tomatoes sauteed in mildly spiced curry sauce.,Shellfish,Contains,uber_eats
Seafood Vindaloo,Seafood Specialties,None,None,"Jumbo shrimp, scallop and fish cooked with potatoes in a highly spiced, and tangy hot sauce.

","Fish, Shellfish",Contains,uber_eats
Seafood Curry,Seafood Specialties,None,None,"Jumbo shrimp, scallop and fish cooked with potatoes in a highly spiced, and tangy hot sauce.","Fish, Shellfish",Contains,uber_eats
Shrimp Masala,Seafood Specialties,None,None,"Shrimp or scallop sauteed in a zesty tikka masala sauce, with a touch of onion, pepper, and fenugreek leaves.","Onion, Shellfish",Contains,uber_eats
Shrimp Nirgisi,Seafood Specialties,None,None,Large shrimp cooked in a spicy coconut sauce.,"Coconut, Shellfish",Contains,uber_eats
Shrimp Chili Fry,Seafood Specialties,None,None,"Sauteed with sliced onion, tomato, green pepper, the glazed in tangy sauce garnished with cilantro.","Onion, Shellfish",Contains,uber_eats
Desi Chicken,Chicken Specialties (Murg),None,None,"Chicken sauteed with chopped onion, tomato, ginger, garlic, and spices. Served with rice, mint, and chutneys.","Garlic, Onion",Contains,uber_eats
Chicken Makhani,Chicken Specialties (Murg),None,None,"Tandoori baked chicken cooked in exotic spices with chopped tomatoes and butter. Served with rice, mint, and chutneys.",Dairy,Contains,uber_eats
Chicken Sultani,Chicken Specialties (Murg),None,None,"Boneless chicken cooked in a mild cream sauce with ginger. Served with rice, mint, and chutneys.",Dairy,Contains,uber_eats
Chicken Korma,Chicken Specialties (Murg),None,None,"Juicy pieces of chicken specially prepared with yogurt, onions, tomatoes, and mild spices. Served with rice, mint, and chutneys.

",Dairy,Contains,uber_eats
Chicken Methi Mushroom,Chicken Specialties (Murg),None,None,"Boneless chicken sauteed in ginger and garlic with  fenugreek leaves and mushrooms. Served with rice, mint, and chutneys.",Garlic,Contains,uber_eats
Rice Pullao,Biryani,None,None,"Lightly fried rice with peas and a touch of cumin seeds. Select royal portions of lamb, chicken, and shrimp sauteed in herbs and spices with fragrant rice and nuts.

",Shellfish,Contains,uber_eats
Chicken Biryani,Biryani,None,None,"Chicken marinated with spices and saffron, then steam cooked with naturally fragrant basmati rice. A classic Mughlai dish. Select royal portions of lamb, chicken, and shrimp sauteed in herbs and spices with fragrant rice and nuts.",Shellfish,Contains,uber_eats
Lamb Biryani,Biryani,None,None,"A classic Mogul dish succulent pieces of curried lamb cooked with Basmati rice, gently flavored with saffron, and nuts. Select royal portions of lamb, chicken, and shrimp sauteed in herbs and spices with fragrant rice and nuts.",Shellfish,Contains,uber_eats
Shrimp Biryani,Biryani,None,None,"Shrimp marinated with spices and saffron, then steam cooked with naturally fragrant basmati rice. A classic Mughal dish. Select royal portions of lamb, chicken, and shrimp sauteed in herbs and spices with fragrant rice and nuts.",Shellfish,Contains,uber_eats
Sitar Special Biryani,Biryani,None,None,"Saffron rice cooked with boneless pieces of chicken, cubes of lamb, and shrimp. Select royal portions of lamb, chicken, and shrimp sauteed in herbs and spices with fragrant rice and nuts.",Shellfish,Contains,uber_eats
Vegetarian Thali,Combination Dinners,None,None,"A vegetarian taste adventure of three vegetable curries. Served with chutney, papadum, rice and naan bread on Indian Thali dish, veg korma, sag paneer, and chana masala.
",Wheat,Contains,uber_eats
Non Vegetarian Thali,Combination Dinners,None,None,"Mulligatwali soup, vegetable korma, dal, rice, raita, papadum, and naan bread.",Wheat,Contains,uber_eats
House Specialty,Combination Dinners,None,None,"Chicken tandoori, lamb rogan josh, vegetable korma, papadum, rice, naan bread, and soup.",Wheat,Contains,uber_eats
Mixed Grill,Combination Dinners,None,None,"Charcoal fired tandoor oven. Includes chicken tandoori, chicken tikka, seekh kabab, and shrimp served with chutney, rice, naan bread, and soup.","Shellfish, Wheat",Contains,uber_eats
Special Combination (Two),Combination Dinners,None,None,"Two people can cuddle up to this dinner papadum, mulligatawny soup, seekh kabab, chicken tikka, lamb, rogan josh, vegetable korma, basmati rice, and naan bread.",Wheat,Contains,uber_eats
Kheer (Rice Pudding),Desserts,None,None,"A famous Indian sweet dish made from milk, rice and flavored with cardamom. Rice pudding.",Dairy,Contains,uber_eats
Lassi,Beverages,None,None,A refreshing drink made with yogurt flavored with rosewater.,Dairy,Contains,uber_eats
Our Famous Hearty Breakfast,Picked for you,None,None,"Two eggs, buttermilk pancakes, choice of bacon, sausage, or ham. Your choice of side.",Dairy,Contains,uber_eats
Breakfast Quesadilla,Picked for you,None,None,"Scrambled eggs, black bean salsa, pico, cheddar, and stuffed in a crispy flour tortilla.",Legumes,Contains,uber_eats
Berry Yogurt Bowl,Picked for you,None,None,"Organic vanilla yogurt, sliced fruit, granola, and a swirl of our homemade berry jam. Served with a homemade muffin.",Dairy,Contains,uber_eats
Big Breakfast Sandwich,Picked for you,None,None,"Two over-hard eggs, bacon, cheddar, and chipotle mayonnaise on a toasted brioche roll. Choice of side.","Eggs, Wheat",Contains,uber_eats
Stuffed Biscuits and Gravy,Picked for you,None,None,"A giant fresh-baked biscuit stuffed with sausage, peppers, onions, and cheese. Topped with sausage gravy and served with two eggs.",Dairy,Contains,uber_eats
Our Famous Hearty Breakfast,Breakfast Combos,None,None,"Two eggs, buttermilk pancakes, choice of bacon, sausage, or ham. Your choice of side.",Dairy,Contains,uber_eats
"Spinach, Tomato, and Feta Cheese Omelette",Omelettes,None,None,"Fresh spinach, diced tomatoes, and crumbled feta cheese.",Dairy,Contains,uber_eats
Denver Omelette,Omelettes,None,None,"Ham, onions, green peppers, mushrooms, and Monterey Jack cheese.",Dairy,Contains,uber_eats
Veggie Omelette,Omelettes,None,None,"Egg white omelet, tomatoes, onions, peppers, spinach, mushrooms, and swiss cheese.","Dairy, Eggs",Contains,uber_eats
Loaded Hash Browns,Specialties,None,None,"Golden-crispy hash browns, topped with two eggs, sausage gravy, cheese, and sauteed onion. Served with toast.","Dairy, Onion",Contains,uber_eats
Big Breakfast Sandwich,Specialties,None,None,"Two over-hard eggs, bacon, cheddar, and chipotle mayonnaise on a toasted brioche roll. Choice of side.","Eggs, Wheat",Contains,uber_eats
Stuffed Biscuits and Gravy,Specialties,None,None,"A giant fresh-baked biscuit stuffed with sausage, peppers, onions, and cheese. Topped with sausage gravy and served with two eggs.",Dairy,Contains,uber_eats
Banana Bread Oatmeal,Lite Bites,None,None,"A bowl of gluten-free oats from bob's red mill, sliced banana, brown sugar, chopped walnuts, cinnamon, and a drizzle of honey.",Wheat,Contains,uber_eats
Berry Yogurt Bowl,Lite Bites,None,None,"Organic vanilla yogurt, sliced fruit, granola, and a swirl of our homemade berry jam. Served with a homemade muffin.",Dairy,Contains,uber_eats
Protein Wrap,Lite Bites,None,None,"Egg whites, chicken sausage, fresh spinach, mushrooms, and swiss cheese in a whole wheat tortilla. Choice of side.","Dairy, Eggs, Wheat",Contains,uber_eats
Power Breakfast,Lite Bites,None,None,"Scrambled egg whites, chicken sausage, fresh fruit, and toast.",Eggs,Contains,uber_eats
Cinnamon Roll Pancakes,Pancakes and Etc,None,None,"Cinna-sugar swirl, tres leches, and cinnamon butter.",Dairy,Contains,uber_eats
Buttermilk Pancakes,Pancakes and Etc,None,None,Fluffy pillow pancakes made with real buttermilk.,Dairy,Contains,uber_eats
Thick Griddle French Toast,Pancakes and Etc,None,None,Thick sliced sourdough dipped in cinnamon cream batter.,"Dairy, Wheat",Contains,uber_eats
Chicken & Waffles,Pancakes and Etc,None,None,"Hand-breaded fried chicken on a golden waffle, with honey butter, and house hot sauce on the side.","Dairy, Wheat",Contains,uber_eats
Breakfast Quesadilla,Tex-Mex,None,None,"Scrambled eggs, black bean salsa, pico, cheddar, and stuffed in a crispy flour tortilla.",Legumes,Contains,uber_eats
Migas Breakfast Tacos,Tex-Mex,None,None,"Egg, tortilla chips, queso fresco, cilantro, pico de gallo, and avocado. Choice of side.",Eggs,Contains,uber_eats
Sunny’s Skillet,Tex-Mex,None,None,"Hash browns piled with chorizo, cheese, crema, house salsas, and a fried egg. Served with corn tortillas.","Corn, Dairy, Eggs",Contains,uber_eats
Chorizo Breakfast Burrito,Tex-Mex,None,None,"Egg, chorizo, cheese, onions, peppers, potatoes, and pico de gallo folded into a flour tortilla. Choice of side.","Dairy, Eggs",Contains,uber_eats
Spiced Cauliflower   Bites (Vegan),Picked for you,None,None,"Spiced batter fried cauliflower, sauteed with ginger, garlic, onions and Indo Chinese sauces
","Garlic, Wheat",Contains,uber_eats
Daal Yellow Mellow (Vegan),Picked for you,None,None,"Yellow lentils, slow cooked to perfection and tempered with cumin, garlic and chilies, served with a side of our long grain basmati rice
",Garlic,Contains,uber_eats
Smoked Eggplant Masala (Vegan),Picked for you,None,None,"Spit fire roasted eggplant slow cooked to with ginger, garlic, onions, green chilis, finished with coriander and served with a side of our long grain basmati rice
",Garlic,Contains,uber_eats
Okra Masala & Tandoori Roti (Vegan),Popular Pairs,None,None,"Diced fresh okra, sautéed with onions, garlic and spices till crisp, served with a side of our long grain basmati rice. Comes with the side of whole wheat flat bread baked to perfection in an Indian clay oven.","Garlic, Wheat",Contains,uber_eats
Basmati Rice (Vegan) & Smoked Eggplant Masala (Vegan),Popular Pairs,None,None,"Our long grain aromatic basmati rice, steamed to perfection along with Spit fire roasted eggplant slow cooked to with ginger, garlic, onions, green chilis, finished with coriander and served with a side of our long grain basmati rice 
",Garlic,Contains,uber_eats
Daal Yellow Mellow (Vegan) & Tandoori Roti (Vegan),Popular Pairs,None,None,"Yellow lentils, slow cooked to perfection and tempered with cumin, garlic and chilies, served with a side of our long grain basmati rice serves with Whole wheat flat bread baked to perfection in an Indian clay oven
","Garlic, Wheat",Contains,uber_eats
Golden Fried Vegetable Fritters (Vegan),Appetizers,None,None,"Mixed seasonal veggies, seasoned and batter fried till crisp and golden 
",Wheat,Contains,uber_eats
